CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,parcel_id,lat,long
17310308-3,2014,308 W SIXTH ST,07-03-2014,Housing,Invalid Complaint,07-15-2014,true,10849535,-84.4884963253281,38.0554948111524
16840431-5,2014,431 W SECOND ST,07-03-2014,Housing,Invalid Complaint,07-18-2014,true,11438651,-84.497838075709,38.0522183398546
14300315#1-3,2014,315 OLDHAM AVE #1,07-08-2014,Housing,Invalid Complaint,07-09-2014,true,10929400,-84.4924979508597,38.034719774606
17470480-2,2014,480 SOUTHLAND DR,07-08-2014,Housing,Invalid Complaint,07-10-2014,true,19983400,-84.5213566914448,37.9612016655384
32011820,2014,1820 KILKENNY CT,07-08-2014,Housing,Invalid Complaint,07-15-2014,true,13995703,-84.4512246450308,38.052633545799
32011821-2,2014,1821 KILKENNY CT,07-08-2014,Housing,Invalid Complaint,07-16-2014,true,13995703,-84.4512246450308,38.052633545799
41822000,2014,2000 WILLIS DR,07-08-2014,Housing,Invalid Complaint,07-22-2014,true,38148170,-84.511435287338,38.0846364254863
13973401-4,2014,3401 NICHOLASVILLE RD,07-09-2014,Housing,Invalid Complaint,07-15-2014,true,13863185,-84.5292093910634,37.990255929352
09510522#57,2014,522 HOLLOW CREEK RD #57,07-09-2014,Housing,Invalid Complaint,07-10-2014,true,38251750,-84.480187094615,38.0750301972956
30150180,2014,180 MASTERSON STATION DR,07-09-2014,Housing,Invalid Complaint,07-25-2014,true,19343400,-84.5515037959405,38.0909135496711
08180000,2014,0 GRAFTON DR,07-10-2014,Housing,Invalid Complaint,07-10-2014,true,20276942,-84.4571224481958,37.9810672285068
03460267-9,2014,267 CASTLEWOOD DR,07-10-2014,Housing,Invalid Complaint,07-14-2014,true,10164800,-84.4746548513751,38.0531598982231
01710119-2,2014,119 BERMUDA AVE,07-11-2014,Housing,Invalid Complaint,07-14-2014,true,40218700,-84.4715033201972,38.0621388005408
12591582#6,2014,1582 MARTHA CT #6,07-11-2014,Housing,Invalid Complaint,07-25-2014,true,12837276,-84.4503972449158,38.0490273768306
19380224-2,2014,224 TWELFTH ST,07-14-2014,Housing,Invalid Complaint,07-14-2014,true,15162200,-84.4819262093925,38.0639316075701
15810845-2,2014,845 RED MILE RD,07-14-2014,Housing,Invalid Complaint,07-15-2014,true,15254656,-84.5251872017827,38.0438920793385
18751469-3,2014,1469 THAMES DR,07-15-2014,Housing,Invalid Complaint,07-16-2014,true,13635208,-84.4753433438412,37.9723829124918
00720196,2014,196 ASHLEY WOODS RD,07-15-2014,Housing,Invalid Complaint,07-21-2014,true,20235062,-84.3980084113414,37.9622313349921
19440711-4,2014,711 N UPPER ST,07-15-2014,Housing,Invalid Complaint,07-17-2014,true,14681300,-84.4848603825363,38.0565382200417
00931824#4-4,2014,1824 AUGUSTA DR#4,07-15-2014,Housing,Invalid Complaint,07-15-2014,true,12780351,-84.4412051198965,38.0543331342269
03891921,2014,1921 CHERRY CT,07-15-2014,Housing,Invalid Complaint,07-21-2014,true,15619500,-84.4450537117263,38.0636553897492
21620780,2014,780 SPRING MEADOWS DR,07-15-2014,Housing,Invalid Complaint,07-22-2014,true,10033030,-84.5348572768221,38.0291218151112
12000606-2,2014,606 LONGVIEW DR,07-17-2014,Housing,Invalid Complaint,07-17-2014,true,25263100,-84.5352814799083,38.0207187244016
19890341-4,2014,341 N MARTIN LUTHER KING BLVD,07-18-2014,Housing,Invalid Complaint,08-04-2014,true,13932450,-84.4898119857889,38.049082327018
04150319,2014,319 CLAY AVE,07-21-2014,Housing,Invalid Complaint,07-22-2014,true,14768800,-84.4917221938179,38.0321203413304
12781760#21,2014,1760 MCCULLOUGH DR,07-21-2014,Housing,Invalid Complaint,07-22-2014,true,38201580,-84.4737816740833,38.0839077580505
13841098-2,2014,1098 E NEW CIRCLE RD,07-21-2014,Housing,Invalid Complaint,07-25-2014,true,15652500,-84.4689550882513,38.063094908045
12300175#62,2014,175 MALABU DR #62,07-25-2014,Housing,Invalid Complaint,07-28-2014,true,14027099,-84.5155311395224,38.0009647821591
12501839,2014,1839 MARIETTA DR,07-28-2014,Housing,Invalid Complaint,08-07-2014,true,15848250,-84.4412266167364,38.0572751864749
13841079,2014,1079 E NEW CIRCLE RD,07-28-2014,Housing,Invalid Complaint,07-29-2014,true,15652800,-84.4687286525157,38.0628767441832
19661268#317,2014,1268 VILLAGE DR#317,07-28-2014,Housing,Invalid Complaint,08-05-2014,true,10839469,-84.4867917402008,37.9733987538898
08371312,2014,1312 GREENDALE RD,07-29-2014,Housing,Invalid Complaint,08-04-2014,true,38178250,-84.5265627697759,38.0985722786525
14660347,2014,347 PASADENA DR,07-29-2014,Housing,Invalid Complaint,07-30-2014,true,20120400,-84.5274188929469,38.006535071977
00180730,2014,730 ALBANY RD,07-31-2014,Housing,Invalid Complaint,07-31-2014,true,22859200,-84.5014433280488,38.0041723717111
17010440,2014,440 SHAWNEE AVE,07-31-2014,Housing,Invalid Complaint,08-01-2014,true,16288950,-84.4682563800171,38.0576430890992
19601500-4,2014,1500 VERSAILLES RD,07-31-2014,Housing,Invalid Complaint,08-06-2014,true,17159100,-84.5244557889459,38.0656528406537
11210820-2,2014,820 LANE ALLEN RD,08-01-2014,Housing,Invalid Complaint,08-04-2014,true,15628900,-84.5408301279929,38.0286739145276
10600490,2014,490 KENTON ST,08-01-2014,Housing,Invalid Complaint,08-04-2014,true,13935100,-84.4922274866851,38.053650514944
22500576#2,2014,576 QUIN SHEARER CT,08-01-2014,Housing,Invalid Complaint,08-04-2014,true,14599652,-84.5015404988237,38.0524106079496
00483751#69,2014,3751 APPIAN WAY#69,08-01-2014,Housing,Invalid Complaint,08-05-2014,true,20017920,-84.4959960889402,37.975506179385
15331309,2014,1309 POST OAK RD,08-04-2014,Housing,Invalid Complaint,08-04-2014,true,20654909,-84.4666019677851,37.9912023071254
30680635,2014,635 DREAMLAND DR,08-04-2014,Housing,Invalid Complaint,08-05-2014,true,20136350,-84.4701633441543,38.0780871466225
20542128#5-6,2014,2128 WILL FANT DR #5,08-07-2014,Housing,Invalid Complaint,08-07-2014,true,10501902,-84.4565673148673,38.0240130696578
02661027#1-6,2014,1027 BRYAN AVE#1,07-23-2014,Housing,Complaint Received,07-23-2014,false,13755500,-84.4738179671222,38.0574148567982
24704648,2014,4648 SPRING CREEK DR,07-30-2014,Housing,Complaint Received,07-30-2014,false,20074960,-84.4860260096825,37.9592937585755
09510522#64,2014,522 HOLLOW CREEK RD #64,07-31-2014,Housing,Complaint Received,07-31-2014,false,38251750,-84.480187094615,38.0750301972956
08863090-7,2014,3090 HARRODSBURG RD,08-01-2014,Housing,Complaint Received,08-01-2014,false,24235800,-84.5561716084419,38.0118833027011
08863094-4,2014,3094 HARRODSBURG RD,08-01-2014,Housing,Complaint Received,08-01-2014,false,24235801,-84.5566016076448,38.011666454376
17930212#B,2014,212 STATE ST #B,08-04-2014,Housing,Complaint Received,08-04-2014,false,21355100,-84.5135988360743,38.0304767276881
18491502-1,2014,1502 TAMPA CT,08-05-2014,Housing,Complaint Received,08-05-2014,false,10735265,-84.4368438890037,38.055419264072
09510537,2014,537 HOLLOW CREEK RD,08-06-2014,Housing,Complaint Received,08-06-2014,false,12062850,-84.4797456557291,38.0764076643913
14200546-8,2014,546 OHIO ST,08-07-2014,Housing,Complaint Received,08-07-2014,false,10869800,-84.4826936305477,38.0493598538572
00241995-5,2014,1995 ALICE DR,08-07-2014,Housing,Complaint Received,08-07-2014,false,43541500,-84.5040446127555,38.0908519410942
32190120#G,2014,120 OLD LAFAYETTE AVE#G,08-08-2014,Housing,Complaint Received,08-08-2014,false,11120250,-84.4868107521957,38.0362664942934
04931040#53-2,2014,1040 CROSS KEYS RD#53,08-08-2014,Housing,Complaint Received,08-08-2014,false,13547900,-84.549475234459,38.0385936316698
04600151-3,2014,151 CONSTITUTION ST,08-11-2014,Housing,Complaint Received,08-11-2014,false,11171150,-84.4922496106709,38.0477427718851
02600133-2,2014,133 BROWN AVE,08-11-2014,Housing,Complaint Received,08-11-2014,false,45810500,-84.4598048212653,38.040992197775
02600131-4,2014,131 BROWN AVE,08-11-2014,Housing,Complaint Received,08-11-2014,false,42633600,-84.4578514537155,38.0404189123702
23570151#809,2014,151 S LOCUST HILL DR#809,08-11-2014,Housing,Complaint Received,08-11-2014,false,20026930,-84.4507999872003,38.0022340572796
20310119-4,2014,119 WESTWOOD DR,08-11-2014,Housing,Complaint Received,08-11-2014,false,23350200,-84.5137806592278,38.025866025625
02500516#4-3,2014,516 N BROADWAY,08-11-2014,Housing,Complaint Received,08-11-2014,false,12052850,-84.4904700875094,38.0550708926068
00241971-4,2014,1971 ALICE DR,08-12-2014,Housing,Complaint Received,08-12-2014,false,45334100,-84.5036538995157,38.089882181649
04931040-14,2014,1040 CROSS KEYS RD,08-12-2014,Housing,Complaint Received,08-12-2014,false,13547900,-84.549475234459,38.0385936316698
09510522#23-3,2014,522 HOLLOW CREEK RD,08-12-2014,Housing,Complaint Received,08-12-2014,false,38251750,-84.480187094615,38.0750301972956
00160111-2,2014,111 ALABAMA AVE,08-13-2014,Housing,Complaint Received,08-13-2014,false,16743900,-84.484358115199,38.0547349049616
09510500#40,2014,500 HOLLOW CREEK RD,08-13-2014,Housing,Complaint Received,08-13-2014,false,38251730,-84.479163313536,38.0741014010048
17832041,2014,2041 ST MICHAEL DR,08-13-2014,Housing,Complaint Received,08-13-2014,false,13490100,-84.4576495893446,38.0257626861146
12442400,2014,2400 MAPLEWOOD DR,08-13-2014,Housing,Complaint Received,08-13-2014,false,10198200,-84.5294742417658,38.0118853418373
03041992#4A-3,2014,1992 CAMBRIDGE DR#4A,08-13-2014,Housing,Complaint Received,08-13-2014,false,16508550,-84.5478850330248,38.0521176584174
20671053#29,2014,1053 WINBURN DR#29,08-13-2014,Housing,Complaint Received,08-13-2014,false,19331060,-84.4022821082775,38.0021263792665
19601423#1EMER,2014,1423 VERSAILLES RD #1 AKA 1419-1427 VERSAILLES RD,08-13-2014,Housing,Complaint Received,08-13-2014,false,24662400,-84.5279309987625,38.0497081018428
03110464-466-2,2014,464-466 CAMPBELL ST,12-31-2013,Housing,Closed Out,03-05-2014,true,14183400,-84.4902222105406,38.0537243417483
06670608-2,2014,608 EUREKA SPRINGS DR,12-31-2013,Housing,Closed Out,03-11-2014,true,20001930,-84.4567872602274,37.9957772887919
08443406-2,2014,3406 GREENTREE RD,12-31-2013,Housing,Closed Out,03-24-2014,true,14329100,-84.482238744709,37.9891123608941
15040230-232,2014,230-232 PIN OAK DR,01-02-2014,Housing,Closed Out,05-30-2014,true,26198300,-84.5220636910543,38.0224796448836
11700353-3,2014,353 LINCOLN AVE,01-02-2014,Housing,Closed Out,03-31-2014,true,40991000,-84.4720479875078,38.036672311718
17090545-5,2014,545 SHERIDAN DR,01-03-2014,Housing,Closed Out,02-19-2014,true,22060500,-84.5312782855247,38.018755960411
00931842#10-3,2014,1842 AUGUSTA DR #10,01-06-2014,Housing,Closed Out,01-17-2014,true,16604050,-84.4402257359145,38.0547053529605
05580171,2014,171 DEVONIA AVE,01-06-2014,Housing,Closed Out,03-07-2014,true,16362925,-84.4750571865321,38.0591632868931
17100270-5,2014,270 SHERMAN AVE,01-06-2014,Housing,Closed Out,03-31-2014,true,45407700,-84.4721061340207,38.0322698701243
11960114EMER#8,2014,114 LONDONDERRY DR #8,01-06-2014,Housing,Closed Out,01-17-2014,true,14120600,-84.5393479709378,38.0497290214727
20703615-3,2014,3615 WINDGATE WAY,01-07-2014,Housing,Closed Out,04-23-2014,true,10010850,-84.5033956060182,37.9785419420339
20703616-2,2014,3616 WINDGATE WAY,01-07-2014,Housing,Closed Out,04-23-2014,true,26738273,-84.5027330760997,37.9784584897187
16193564-4,2014,3564 ROCKY HILL TER,01-07-2014,Housing,Closed Out,06-04-2014,true,27217298,-84.5149891583092,37.9838116069986
12430806-2,2014,806 MAPLE AVE,01-07-2014,Housing,Closed Out,01-17-2014,true,14213785,-84.4781754518436,38.0550328790206
03291047-2,2014,1047 CARNEAL RD,01-07-2014,Housing,Closed Out,03-12-2014,true,10360400,-84.4650503931739,38.0567253766934
04680350-3,2014,350 CORRAL ST,01-07-2014,Housing,Closed Out,03-12-2014,true,13845900,-84.4899335162744,38.0438625980239
03910539-4,2014,539 CHESTNUT ST,01-07-2014,Housing,Closed Out,07-08-2014,true,12762375,-84.4825660191017,38.0489128071277
19440761CONDEM,2014,761 N UPPER ST,01-08-2014,Housing,Closed Out,06-10-2014,true,14664600,-84.4835258483316,38.0574718559141
05663801-2,2014,3801 DICKSONIA DR,01-08-2014,Housing,Closed Out,03-04-2014,true,20014440,-84.5057492220002,37.9722593754565
11670395,2014,395 S LIMESTONE,01-08-2014,Housing,Closed Out,03-28-2014,true,14283700,-84.5039649682644,38.0418559351585
19440719#2-2,2014,719 N UPPER ST #2 AKA 717-719 N UPPER ST,01-08-2014,Housing,Closed Out,06-17-2014,true,10107500,-84.4847044674033,38.0566475441829
04691662-2,2014,1662 COSTIGAN DR,01-08-2014,Housing,Closed Out,02-25-2014,true,12803300,-84.4784834468845,38.0931692772645
08880530CONDEM,2014,530 HARRY ST,01-08-2014,Housing,Closed Out,07-15-2014,true,15442425,-84.4879533151631,38.0532984766911
10181417S,2014,1417 JOCASTA DR,01-09-2014,Housing,Closed Out,06-26-2014,true,10003751,-84.4670934883888,37.979633910789
15040224-226,2014,224-226 PIN OAK DR,01-09-2014,Housing,Closed Out,04-23-2014,true,26069500,-84.522193261654,38.0223049409113
16370265,2014,265 ROSEMONT GARDEN,01-09-2014,Housing,Closed Out,07-23-2014,true,23255100,-84.5239339218854,38.0203866752578
12430806-3,2014,806 MAPLE AVE,01-09-2014,Housing,Closed Out,03-12-2014,true,14213785,-84.4781754518436,38.0550328790206
12384533-6,2014,4533 MANDEVILLE WAY,01-10-2014,Housing,Closed Out,04-08-2014,true,26078199,-84.5229872765387,37.9584966140338
20910116,2014,116 WITHERS AVE,01-10-2014,Housing,Closed Out,03-12-2014,true,43066000,-84.4765939009167,38.0628606221525
17350415-3,2014,415 SMITH ST,01-10-2014,Housing,Closed Out,03-12-2014,true,11563200,-84.4955995618108,38.0563380723887
05212033#1,2014,2033 DANIEL CT #1,01-10-2014,Housing,Closed Out,05-06-2014,true,14340516,-84.5498425439309,38.0514920941114
14760365S3,2014,365 PEACHTREE RD,01-14-2014,Housing,Closed Out,07-14-2014,true,13705300,-84.4483574793051,38.0184990232629
07800152-160#4,2014,152-160 GAZETTE AVE #4 (AKA 160 GAZETTE),01-14-2014,Housing,Closed Out,03-04-2014,true,10993800,-84.5113262360225,38.0326351581307
16900210-7,2014,210 E SEVENTH ST,01-14-2014,Housing,Closed Out,07-24-2014,true,11036000,-84.4820762099406,38.0532548735443
13840801EXT,2014,801 E NEW CIRCLE RD (ROOF),01-14-2014,Housing,Closed Out,03-04-2014,true,14777900,-84.4523752165404,38.0451188362823
04522788,2014,2788 COLUMBUS LN,01-14-2014,Housing,Closed Out,07-15-2014,true,22810400,-84.3716914418665,38.0352581106221
07020410-2,2014,410 E FIFTH ST,01-14-2014,Housing,Closed Out,05-27-2014,true,17057300,-84.4834291796507,38.0475552534677
08880532CONDEM,2014,532 HARRY ST,01-14-2014,Housing,Closed Out,07-15-2014,true,15442475,-84.4879167593626,38.0533335632593
17170133S,2014,133 W SHORT ST,01-15-2014,Housing,Closed Out,03-25-2014,true,11109900,-84.4964697516239,38.0474607074398
16011501S,2014,1501 RICHMOND RD,01-15-2014,Housing,Closed Out,03-25-2014,true,12288700,-84.4776028736994,38.0298206312639
12960011S2,2014,11 MENTELLE PARK,01-15-2014,Housing,Closed Out,05-16-2014,true,13102500,-84.4814533893921,38.0345625332452
29620704,2014,704 ORLEAN CIR,01-15-2014,Housing,Closed Out,04-23-2014,true,19324330,-84.4544324564196,37.9955802692805
29620756,2014,756 ORLEAN CIR,01-15-2014,Housing,Closed Out,04-23-2014,true,19324510,-84.4548151891941,37.996670854349
29620760,2014,760 ORLEAN CIR,01-15-2014,Housing,Closed Out,04-23-2014,true,19324530,-84.4546204924634,37.9966553251494
29620764,2014,764 ORLEAN CIR,01-15-2014,Housing,Closed Out,06-19-2014,true,19324540,-84.454408003961,37.9966645619719
07940447,2014,447 GLEN ARVIN AVE,01-15-2014,Housing,Closed Out,05-05-2014,true,11645100,-84.5043915691467,38.0653887833913
19380113-2,2014,113 TWELFTH ST,01-16-2014,Housing,Closed Out,05-08-2014,true,10132300,-84.4780596469875,38.0612971596771
14211346-3,2014,1346 OHIO TER,01-16-2014,Housing,Closed Out,06-27-2014,true,10492400,-84.4808174721145,38.0506287156291
19171195,2014,1195 TRENT BLVD,01-17-2014,Housing,Closed Out,03-05-2014,true,10967466,-84.4873260520789,37.97150483803
19171090,2014,1090 TRENT BLVD,01-17-2014,Housing,Closed Out,04-21-2014,true,20965126,-84.4929516465476,37.9726183816778
19171325#126,2014,1325 TRENT BLVD #126,01-17-2014,Housing,Closed Out,05-07-2014,true,38043020,-84.4812391409009,37.9707637073814
14380270CONDEM,2014,270 OSAGE CT,01-17-2014,Housing,Closed Out,03-28-2014,true,13624400,-84.4498425883329,38.0151656665657
20650325-6,2014,325 WILSON ST,01-17-2014,Housing,Closed Out,04-25-2014,true,15538700,-84.490743678102,38.0441605553996
11661500-6,2014,1500 N LIMESTONE,01-17-2014,Housing,Closed Out,03-04-2014,true,44279900,-84.4719058317431,38.0636767429524
16350107,2014,107 ROSEMARY AVE,01-17-2014,Housing,Closed Out,03-04-2014,true,44682600,-84.4712489435007,38.0632238924769
10111700-7,2014,1700 JENNIFER RD,01-17-2014,Housing,Closed Out,04-07-2014,true,12598300,-84.450040381524,38.0456372440066
16350111,2014,111 ROSEMARY AVE,01-17-2014,Housing,Closed Out,04-07-2014,true,46602350,-84.4709948365369,38.0630075685765
03910455-11,2014,455 CHESTNUT ST,01-17-2014,Housing,Closed Out,01-28-2014,true,16514800,-84.4842983850855,38.0476827759414
12040677-2,2014,677 E LOUDON AVE,01-17-2014,Housing,Closed Out,03-27-2014,true,13128000,-84.470780898128,38.0488918111601
04931040#80-2,2014,1040 CROSS KEYS RD #80,01-17-2014,Housing,Closed Out,05-01-2014,true,13547900,-84.549475234459,38.0385936316698
10361224-2,2014,1224 KALONE WAY,01-22-2014,Housing,Closed Out,03-05-2014,true,20276790,-84.4561006567798,37.9826567041461
28932024,2014,2024 MOUNTJOY PL,01-22-2014,Housing,Closed Out,03-05-2014,true,19305970,-84.567738558046,38.0028446711808
13080511#E-2,2014,511 MICHIGAN ST #E AKA 536 GEORGETOWN ST,01-22-2014,Housing,Closed Out,05-05-2014,true,11910000,-84.5006912877885,38.0630788726804
04350180#2100,2014,180 CODELL DR #2100,01-22-2014,Housing,Closed Out,04-25-2014,true,11928000,-84.4534810893592,38.01367493813
19171325#127,2014,1325 TRENT BLVD #127,01-23-2014,Housing,Closed Out,05-07-2014,true,38043020,-84.4812391409009,37.9707637073814
32200147S3,2014,147 OLD PARK AVE,01-23-2014,Housing,Closed Out,01-30-2014,true,11655100,-84.4888772091618,38.0370299295751
14300312EMER#1,2014,312 OLDHAM AVE #1,01-23-2014,Housing,Closed Out,02-11-2014,true,13645900,-84.4922817248874,38.0344416380465
00940816#A,2014,816 AURORA AVE #A,01-23-2014,Housing,Closed Out,03-12-2014,true,10807150,-84.4789566716151,38.0380602510226
19171183EMER#B,2014,1183 TRENT BLVD #B,01-24-2014,Housing,Closed Out,02-14-2014,true,10040750,-84.4879622016855,37.971465760064
16910106-112,2014,106-112 W SEVENTH ST AKA 108 W SEVENTH ST,01-24-2014,Housing,Closed Out,03-12-2014,true,13865700,-84.4849196582919,38.0557508308272
18790337-4,2014,337 E THIRD ST #337 1/2,01-27-2014,Housing,Closed Out,06-27-2014,true,16910800,-84.4878330859116,38.0456549944351
14171130-4,2014,1130 OAKWOOD DR,01-27-2014,Housing,Closed Out,05-05-2014,true,15459300,-84.5050092045343,38.0830876292267
11601749#9,2014,1749 LIBERTY RD #9,01-27-2014,Housing,Closed Out,03-04-2014,true,13869900,-84.4600897967339,38.0351078574084
31170708,2014,708 GOLFVIEW DR,01-27-2014,Housing,Closed Out,05-01-2014,true,26505750,-84.5282690733821,38.0397690605846
03910456-5,2014,456 CHESTNUT ST,01-28-2014,Housing,Closed Out,03-12-2014,true,16014600,-84.4837870666092,38.0473488592036
00160111,2014,111 ALABAMA AVE,01-28-2014,Housing,Closed Out,04-30-2014,true,16743900,-84.484358115199,38.0547349049616
08181305-2,2014,1305 GRAFTON DR,01-29-2014,Housing,Closed Out,05-06-2014,true,20276744,-84.456641886707,37.982232014667
18751553S,2014,1553 THAMES DR,01-29-2014,Housing,Closed Out,04-14-2014,true,12764600,-84.4794348375717,37.9719366867489
20910124-3,2014,124 WITHERS AVE,01-29-2014,Housing,Closed Out,05-05-2014,true,45157000,-84.4772144648832,38.0633567495473
14200546-6,2014,546 OHIO ST,01-29-2014,Housing,Closed Out,05-27-2014,true,10869800,-84.4826936305477,38.0493598538572
05090520,2014,520 DABNEY DR,01-29-2014,Housing,Closed Out,06-10-2014,true,38046490,-84.422039932999,38.0003896196883
11601749#9-2,2014,1749 LIBERTY RD #9,01-29-2014,Housing,Closed Out,07-01-2014,true,13869900,-84.4600897967339,38.0351078574084
